scrape_time,job_title,publisher,time_posted,salary,job_type,desc
29-Apr-2022 T11:52,"Data Engineer, Capability Development (DART)",GVT Government Technology Agency (GovTech),2 days ago,,Full–time,"The Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.

Join us as we support Singapore’s vision of building a Smart Nation - a nation of possibilities empowered through info-communications technology and related engineering.

As a Data Engineer in GovTech’s Data Science & Artificial Intelligence Division, you will be involved in architecting, managing and running advanced analytics and data platforms. For this role, you will be part of the Data Analytics Readiness Team (DART) within GovTech, where you will help drive GovTech’s Data Transformation efforts. You will assist to establish and implement effective operational workflows, data pipelines, procedures and best practices in accordance with government infrastructure and security policies to ensure that the platforms are monitored, secure, available and reliable.

We are looking for an independent and motivated engineer who has experience in both small and large-scale analytics platform projects, and in building and maintaining the infrastructure.

What you will be working on:
• Design, Architect, Deploy, and maintain solutions on Microsoft Azure or AWS using different Cloud & Big Data Technologies to provide secure and governed access to data for business users.
• Manage the full life-cycle of a data warehouse/lakehouse solutions from requirement gathering and analysis to platform selection, design of the architecture, and deployment.
• Collaborate with data stewards, data analysts and data scientists to build data pipelines from enterprise systems such as Workday to collect, clean, harmonise, merge and consolidate data sources for data warehouse/lakehouse.

Where we are looking for:
• Diploma/Degree in Computer Science or Information Technology or related disciplines
• Experience with the cloud (e.g. AWS, GCP, Azure)
• Hands-on experience in implementing Data Lake/Data Warehouse with technologies like – Databricks, Azure Synapse Analytics, SQL Database, AWS Lake formation.
• Programming & debugging skills in Python, Scala or R.
• Proficient in SQL.
• Knowledge of both SQL and NoSQL databases.
• Comfortable with DevOps tools like AWS Cloud Formation/Terraform, Docker and Git for CI/CD development.
• Prior experience with data engineering tools and frameworks like Airflow, Kafka, Hadoop, Spark, Kubernetes.
• Familiar in building REST services is good to have.

We are an equal opportunity employer and value diversity at our company as we believe that diversity is meaningful to innovation. Our employee benefits are based on a total rewards approach, offering a holistic and market-competitive suite of perks. This includes generous leave benefits to meet your work-life needs. We trust that you will get the job done wherever you are, and whatever works best for you – so work from home or take a break to exercise if you need to*. We also believe it’s important for you to keep honing your craft in the constantly-evolving tech landscape, so we provide and support a plethora of in-house and external learning and development opportunities all year round
• Subject to the nature of your job role that might require you to be onsite during fixed hours"
29-Apr-2022 T11:52,Senior Data Engineer,Denodo,3 days ago,,Full–time,"Denodo is looking for a technical, passionate, hands-on data advocate, customer-oriented, and willing to take Denodo learning and adoption to the next level to join our Global Office team, as part of the Customer Success organization.

Your mission: ensure Denodo customers, partners, and any user of the Denodo Platform have available all the material they need to be successful in their Data Management solutions.
In this role you will combine high technical expertise, data ecosystem knowledge and customer-facing skills to interact with data, customers (internal and external), and other stakeholders to get inspired with new ideas, and put them into practice to facilitate Denodo adoption.

Duties and responsibilities:
• Obtain a strong knowledge of the Denodo Platform, be able to deliver a superb technical pitch, including overview of our key and advanced features and benefits, differentiation, and competitive positioning.
• Constantly learn new things and maintain an overview of modern technologies.
• Ensure Denodo users are well-equipped with the resources and training needed to effectively perform with the Denodo Platform in an environment of fast-paced change
• Follow up on the release calendar of updates and versions to identify opportunities to create new material.
• Interact with internal and external stakeholders to provide updates on the roadmap and get feedback.
• Interact with the local managers to coordinate the development and maintenance of technical resources.
• Develop white papers, presentations, training materials or documentation on related topics.
• Define metrics, analyze issues, data and trends to make data-driven decisions that let improve the quality of the technical resources and new ways of working.
• Ensure that upper level management is aware of issues regarding processes, protocols or educational materials

Qualifications

Desired skills and experience
• Self-motivated, proactive and solution oriented. A passion for improving Denodo user experience.
• Excellent organizational skills being able to manage change effectively.
• Excellent verbal and written communication skills to be able to interact with technical and business counterparts
• Strong analytical and problem solving abilities.
• Active listener.
• Lots of curiosity. You never stop learning new things.
• Creativity. We love to be surprised with innovative solutions.
• Be a team worker with positive attitude
• Willingness to occasionally travel.
• BS or higher degree in Computer Science or Information Systems.
• 3+ years of demonstrated experience in a similar role.
• Experience with the data landscape.
• Fluent in English ( min. C1 Level) (only for non English speaking countries)

Employment Practices

Denodo is an equal opportunity employer and prohibits discrimination and harassment of any kind. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or expression, pregnancy, age, national origin, disability status, genetic information, protected veteran status, or any other characteristic protected by applicable law. Denodo will provide reasonable accommodation to employees who have protected disabilities in accordance with applicable law.

We do not accept resumes from headhunters or suppliers that have not signed a formal fee agreement. Therefore, any resume received from an unapproved supplier will be considered unsolicited, and we will not be obligated to pay a referral fee"
29-Apr-2022 T11:52,(Senior) Data Engineer (Information Management Systems),Centre for Strategic Infocomm Technologies,Full–time,,,"As a data engineer in the Information Management Systems team, you will develop critical pipelines to convert and serve large volumes of varied unstructured data into usable datasets for other services and end-users. Together with your driven and multi-talented product team, you have the autonomy to determine the best way to deliver value and the technologies used.

As CSIT is an agency under the Ministry of Defence (Singapore), only Singapore Citizens will be considered."
29-Apr-2022 T11:52,Principal Software Engineer (Data Engineer),COMMSCOPE COMMUNICATIONS SINGAPORE PTE. LTD.,9 hours ago,,Full–time,"You will work with a dynamic and focused team to develop state-of-the-art big data applications in Analytics and Artificial Intelligence (AI). As our Staff Software Engineer, you will be implementing our core software components, and be involved in scalable design for cloud software architecture. This is an exciting opportunity to join our talented team and be involved in the next technology trend: Analytics & AI in Networking.

You Will Excite Us If You Have
• Strong working knowledge in SaaS application development and Agile software development methodologies.
• Good working knowledge using services from any public cloud offerings. Experience in Google Cloud Platform would be a plus.
• Good analytic skills working with both structured & unstructured datasets.
• Good experience building big data data pipelines, ETL architecture.
• Working knowledge of stream processing pipeline for big data would be a plus.
• At least 10-12 years of experience in Data Engineering role and have good knowledge / working experience in:
• Relational (e.g. PostgreSQL) & non relational databases such as Graph and time series.
• Streaming & data pipeline tools, e.g. Kafka, Spark Streaming.
• Big data processing technologies, e.g. Spark, Hadoop, Ignite, Parquet.
• Functional programming languages, e.g. Scala.
• Virtualization and container environment such as Docker and Kubernetes.
• Compiler and scripting languages, e.g. Golang, Ruby, Node.js"
29-Apr-2022 T11:52,Data Engineer - Search,Shopee,Full–time,,,"Design, build and maintain the ingestion system to support various types of data (e.g. User behavior, RDS, NoSQL DB and others) to be ingested to the data warehouse more timely and accuratelyTranslate data requirements into scalable technical data service with low latency and high concurrencyDesign, build and maintain the batch or real-time data pipeline in production using Hadoop big data technologyAnalyse and improve efficiency, scalability, and stability of the systemDefine and manage service level agreement and data quality for all data sets in allocated areas of ownership"
29-Apr-2022 T11:52,Data Engineer,ITCONNECTUS PTE. LTD.,4 days ago,$6K–$8K a month,Full–time,"Key responsibilities:
• Single point of contact and liaison of all company teams
• Provide environment/integration support for SCP platforms and tools
• Takeover from Transformation Partner and DigiTech for Operate Support
• Liaise with Business/System Owner, DigiTech and Transformation Partner on requests and issues
• Support and follow-up with Project team on requests and issues

Requirements:
• Must have 5 Years of good experience
• Degree or diploma in IT/Computer Science/Information Systems or equivalent
• 3+ years of experience relevant data engineering preferred.
• Experience with data pipeline and ETL development preferred
• Proficient in Pyspark, Python and SQL
• Experience with Java, C#, JavaScript/TypeScript, open-source, Docker and Terraform technologies.
• Knowledge of professional software engineering practices and best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing and operations
• Fast learner and a team player
• Knowledge in AWS/Azure/GCP"
29-Apr-2022 T11:52,"Data Engineer, FinTech",foodpanda,4 days ago,"$5,923–$11,769 a month",Full–time,"We are looking for a Data Engineer, to join our growing team that who will work closely with our fintech squads based in Singapore. You will be part of an international team of highly talented and motivated people.

This role reports directly to our Director of Data & Product Analytics.

What's On Your Plate
• Build and execute SQL queries & database schema as required by the business
• Work with software engineers and architects to design the target data architecture as per business requirements
• Architect, build and deploy data models with adequate documentation and validation
• Implement data processing and pipelining queries that will enable data-informed decision-making within the business
• Enable data consumers such as analytics, data products, machine learning etc. by actively seeking opportunities to automate data pipelines
• Continuously experiment state of the art technologies and proactively seek opportunities to improve the data ecosystem
• Actively document the codes models and data dictionaries that are being developed.
What You Bring To The Table
• 2 - 4 years of relevant experience in data analytics / engineering, preferably on a cloud setup
• Strong knowledge on SQL, data structures and database schemas
• Experience in data pipelining tools such as Airflow
• Good working knowledge of Python / Java or any other programming language
• Knowledgeable in big data, Data Warehouse technologies
• Knowledgeable in agile tool sets such as Jira, Confluence etc.
• Preferred qualifications:
• Experience in Google Cloud Platform
• Working knowledge on NoSQL datastores such as MongoDB, DynamoDB etc.

What We Can Offer You
• A vibrant and international team with multicultural and diverse backgrounds.
• Solving challenges with inspiring colleagues in an all hands-on deck environment.
• Management team that recognizes top performers, welcomes our newbies, and shares a love for good food.
• Competitive package, incentives, allowances, food perks, insurance, pension and more"
29-Apr-2022 T11:52,Data Engineer,TOTAL EBIZ SOLUTIONS,Full–time,,,"• Ability to build both batch and streaming data pipeline in a big data environment from the upstream systems in collaboration with technology and other data teams.
• Develop an in-depth understanding of the underlying data, data model, and business domain by investigating, reviewing, and analyzing data from structured & unstructured sources. Leverage this knowledge to design and build common/ master data models.
• Independently, collaborate with cross-functional stakeholders – other department teams and other technology teams to understand their data needs, formulate and complete end-to-end analysis that includes business understanding, data gathering, data discovery, building and designing master/ common data models using cloud-based data pipelines.
• Ability to maintain and optimize the data pipelines. Monitor the health of production pipelines frequently to ensure accuracy and stability.
• Diagnose, analyze and provide solutions to issues in scripts, reports, tools, data, etc.
• Strictly adhere to the controls and standards for meeting the enterprise technology data quality requirements, by using various in-house data quality solutions.
• Identify, design, and implement improvements, e.g. automating manual processes, optimizing data delivery, re-designing architecture for greater scalability, etc.
• Train/ mentor junior data engineers and the Lazada business associates and enable Lazada personnel on building and understanding various data querying and data-discovery skills.

Job Requirements
• Strong education background in Computer Science/Information Systems (preferred).
• Must have Big Data/SQL skills.
• Strong understanding of database & data warehouse design/administration, hands-on experience with MySQL, Hadoop, Hive SQL, Flink / Spark technology, and Python. Knowledge of API programming and NoSQL databases will be an added advantage
• More than 5 years of experience in end-to-end data warehousing, data modeling, and as well as distributed processing systems. Previous experience of working in cloud-based environments, especially Alicloud would be an added advantage.
• Good understanding of data quality frameworks and data governance.
• Previous experience in implementing them at an enterprise level would be an added advantage.
• Experience in enablement and other enterprise-wide training activities.
• Strong analytical/problem-solving skill balance with good written and oral communication skills.
• A good understanding of accounting concepts, finance processes, and financial performance metrics is a plus.
• Tenacity to develop ideas independently and thrive in a fast-paced start-up environment.
• A self-motivated, driven, flexible, quick learning, high achieving, “can do” mentality"
29-Apr-2022 T11:52,Data Engineer (SQL/Python),Scientec Consulting Pte. Ltd.,4 days ago,,Full–time,"Responsibilities
• Responsible for databases, data warehouses and large-scale data processing systems
• Develop, construct, test and maintain analytical data warehouse and deploy and continuously improve ETL / ELT tasks
• Design, develop, review and optimize the core database store procedures in batch job scripts and java scripts.
• PL / SQL and SQL Tuning and optimization

Requirements
• Degree in IT or equivalent
• Experience data architecture, data warehousing, data processing, data modelling and ETL / ELT
• Experience in database development (Oracle SQL / PLSQL)
• Expert in using Python

To apply, please send your updated resume to HIDDEN TEXT

By submitting any application or resume to us, you will be deemed to have agreed & consented to us collecting, using, retaining & disclosing your personal information to prospective employers for their consideration.

If you wish to withdraw your consent or correct any of your personal data, please drop us an email at HIDDEN TEXT to let us know.

Note : Any resumes of job applications sent to this mailbox will not be attended as it is solely for the purpose of personal data protection related matters.)

We will contact you if your skills and experience are suitable for the role, or if there is a similar opportunity that is available presently or in the future.

Resquid Quitaleg Airene (R1656137)

ScienTec Consulting Pte Ltd - 11C5781"
29-Apr-2022 T11:52,Data Engineer - Quantitative Trading Firm/Market Maker,Aptitude Asia,3 days ago,,Full–time,"Our client, a leading high frequency trading firm, currently looking for a Data Engineer to join the team in Singapore. The team is to provide high-quality research and reference data for the firm to utilize, accessing financial data and analytical services which support the trading, research, and operational functions.

Responsibilities
• Responsible for building, maintaining and improving the acquisition and monitoring data platform
• Responsible for delivery and the construction of derived sets of data, analysis and cleaning
• Develop and implement tools to provide autonomy around the platforms data life-cycle
• Maintain an inventory of the data estate
• Implement the control workflow for representing data events
• Work with the investment team, quant research, operations to ensure their data-related requirements are captured and delivered
• Liaise with external vendors confidently and assist in vendor audit and compliance reporting

Requirements
• Master of Mathematics, Computer Science, Physics or Engineering and related field; strong candidates with Bachelor of Science degrees will also be considered.
• At least 3 years exepereinces for data analyst role or relevant data experience in either a financial institution or data vendor
• Strong background in financial markets and associated data sets i.e. market data, reference data
• Must have a working understanding of data engineering practices
• Strong numerical and analytical skills and problem-solving ability
• Skilled in the use and understanding of modern database technologies including relational, document, and temporal column data stores.
• Skilled in the use of a programming language such as Python for data engineering

To apply, please send your updated CV to donna@aptitudeasia.com. Thanks"
29-Apr-2022 T11:52,Data Engineer,LILITH GAMES SG PTE. LTD.,1 day ago,,Full–time,"Big Data Development Engineer (Data Center)

What You Will Be Doing
• Plan, design, develop and implement core data system in the business field
• Develop and maintain real-time/ offline data processing tasks
• Build industry-leading distributed systems such as storage and computing to provide a reliable infrastructure for massive data and large-scale business systems
• Develop various data services, such as data developing platform, quality monitoring system,

Qualifications & Skills
• BSc in Computer Science or related major.
• At least 3 years of big data platform R&D.
• Familiar with common algorithms and data structures, and be proficient in Java / Python / Scala / shell language (at least two)
• Familiar with deployment and implementation of docker and k8s related containers.
• Experienced working with big data technologies such as Hadoop, Flink, Hive, Spark, etc.
• Enthusiastic about learning new technologies and persistent in pursuit of high concurrency and distributed architecture design.
• Have good team communication and collaboration skills.

大数据开发工程师（数据中台方向）

工作职责：
• 参与业务领域核心数据体系的规划设计以及开发落地
• 参与实时/离线数据加工任务的开发与维护
• 参与大数据基础架构的开发与迭代
• 参与各类数据服务开发，包含但不限于：数据平台开发，数据质量监控，BI等

岗位要求：
• 本科及以上学历，3年以上大数据平台研发经验。
• 具有扎实的编程功底，熟悉常用的算法和数据结构，精通Java/Python/Scala/Shell语言（至少两种）
• 熟悉Hadoop等大数据框架，有Flink、Spark等相关实时流计算框架经验优先
• 熟悉docker、k8s相关容器的部署实施
• 对新技术保持好奇心，对高并发和分布式架构有执着的追求"
29-Apr-2022 T11:52,Data Engineer - Data Warehouse,Shopee,Full–time,,,"The Engineering and Technology team is at the core of the Shopee platform development. The team is made up of a group of passionate engineers from all over the world, striving to build the best systems with the most suitable technologies. Our engineers do not merely solve problems at hand; We build foundations for a long-lasting future. We don't limit ourselves on what we can or can't do; we take matters into our own hands even if it means drilling down to the bottom layer of the computing platform. Shopee's hyper-growing business scale has transformed most ""innocent"" problems into huge technical challenges, and there is no better place to experience it first-hand if you love technologies as much as we do. Browse our Engineering and Technology team openings to see how you can make an impact with us.

Job Description:
• Design and manage Data warehouse plan for a product, such as: design data model, define data metric, data governance and so on
• Collaborate with Business Intelligence Business and Product Management teams
• Use data to solve problems, identify needs and opportunities
• Design, build and maintain the batch or real time data pipeline in production using Hadoop big data technology
• Define and manage service level agreement, data quality for all data sets in allocated areas of ownership

Requirements:
• Bachelor's Degree in Computer Science or a related technical field.
• 2~10+ years working experience with programming languages,such as Java,Scala,Python
• Ability to write efficient SQL statements
• Familiar with Hadoop, Spark and Flink data processing, experience of TB data processing experience is a plus
• Familiar with data warehouse modeling, such as dimensional data modeling and schema design
• Understand data mining or machine learning
• Excellent communication skills including the ability to identify and communicate data driven insights
• Strong logical thinking and analysis abilities
• Passionate, self-motivated, and takes ownership"
29-Apr-2022 T11:52,Head of Data Engineering,Apersona Pte. Ltd.,5 days ago,,Full–time,"What you will do
• Place client value and human experience at the centre of everything we do
• Use data engineering to support material impact and drive disruptive transformation across public and private sectors
• Maintain public trust ensuring fairness, ethics, accountability, and transparency
• Build a world-class team with expert capabilities in data engineering
• Create a culture of excellence and lead with confidence, charisma, context, and humility working effectively at all levels
• Lead delivery of data engineering solutions through incubation, proofs-of-concept, to commercialisation and deployment
• Support development of go-to-market plans for both AI & data, understand strategic opportunities, develop trusted partnerships, and deliver social progress
• Educate, enable, and coach teams on data engineering in Temus, clients and in the broader community
• Adopt a cloud first strategy to enhance agility and elasticity partnering with vendors to support specific public sector needs

Suitable candidates
• Bachelor’s Degree in Statistics/Computer Science/Data Analytics or related quantitative field
• Minimum 10 years of relevant experience in consulting/ data science related functions with with at least 3 years of leadership / people management experience
• Data Development: Deep expertise in developing and managing software for data processing: Python, Java, SQL, KSQL, Scala, Spark, Flink, Beam, AWS Glue, Google Dataflow, etc.
• Data Platforms: Deep expertise in building and managing data platforms: HBase, MongoDB, Cassandra, Redis, PostgreSQL, Oracle, MySQL, Kafka, Kinesis, DynamoDB, Redshift, Cloud SQL, Cloud Spanner, Cloud Bigtable, Firestore, BigQuery, Azure SQL, Cosmos DB, Stream Analytics, Synapse Analytics, DeltaLake, Elasticsearch, Snowflake etc.
• Data Management & Governance: Strong skills in data management: accuracy, integrity, latency, classification, security, lineage, metadata, etc.
• Communication: Strong ability to communicate with a broad range of clients, colleagues, and partners across a variety of contexts and formats.
• Partnership: Strong ability to develop and maintain relationships amongst clients, colleagues, and partners
• Leadership: Demonstrated capability to lead, inspire, coach and mentor team members and colleagues.

Job Types: Full-time, Permanent

Benefits:
• Health insurance
• Parental leave
• Professional development

Schedule:
• Monday to Friday

Supplemental Pay:
• Performance bonus"
29-Apr-2022 T11:52,Market Data Engineer - 12 Months Contract,Adecco Personnel Pte. Ltd.,8 days ago,,Full–time,"This role will not only act as the first line of support for Market Data infrastructure across Asia Pacific regions including applications, servers and connectivity, but also be heavily involved in testing and implementation of real-time market data infrastructure and in-house tools. It requires a wide range of skills and expertise which are critical in the delivery of reliable, timely and cost effective market data products, solutions and services that enable our business lines and their electronic trading systems to make highly informed and competitive decisions.

Key Responsibilities
• Support and maintain market data infrastructures/platforms and expeditiously apply troubleshooting/problem-solving skills to minimize business productivity loss, customer impact, and financial/reputational risk.
• Coordinate with and escalate to market data vendors and exchanges in the region for their data content/technical issues and changes.
• Manage vendor and exchange driven changes, technical activities and relationships.
• Plan and implement production changes after trading hours, and conduct testing to verify the changes are successful.
• Act as the SME of market data distributed by regional exchanges and major vendors, perform in-depth analysis over data content and behavior to effectively support low latency electronic trading applications.
• Design, implement and constantly improve monitoring/capacity/performance/data analysis tools to ensure comprehensive coverage over data accuracy and reliability & infrastructure availability and stability.

Key Requirements
• Overview of financial and banking industry and strong data knowledge for Asia Equity markets
• Strong scripting skills for software/system management and automation (Perl, Python, bash scripting)
• Understanding and experience with market data delivery platforms like TREP/BBG/Direct exchange feeds
• Administration and support experience with server Operating Systems like Red Hat Linux and Windows environment
• IT Service Management knowledge and mindset including Change Management, Incident Management, Problem Management.

Strong analytical skills and logical thinking"
29-Apr-2022 T11:52,Sr Data Engineer Data Engineer,Carousell Group,3 days ago,,Full–time,"We are now looking for Data Engineers/ Sr. Data Engineers to join our Data team.You will: Build, maintain and scale efficient data infrastructure, ETL and reporting pipelinesWork with data scientists and machine learning engineers in getting ML and deep learning models to production readyInvestigate and research data quality and integrity from data sourcesDevelop and maintain analytics platform, business intelligence and experimentation toolsDevelop and maintain scalable platform for tracking business intelligence, build for reliability and redundancyManage data collection and organize the models, and also forecast the future needsCoach and mentor junior data engineers to be more effective individual contributors You have: User obsession and empathy.Drive and resourcefulness to persevere and overcome obstacles achieving challenging goals.Focus on impact and results. You work on the right things and get them done.High integrity and ability to positively collaborate with othersFluent in Python or similar programming languageExperience in data engineering tools like Hadoop, Spark, BigQuery, Airflow, etc.Experience in deploying and scaling ML models. Plus point for deploying and scaling deep learning models.Data-driven and passionate about solving problems through dataInquisitive and curious to delve deep into data to investigate trends or anomaliesDetail oriented and be able to work efficiently in a fast-paced team environmentKeen on data technologies and picking up new skills and tools along the wayStrong critical thinking and ability to frame issues in a logical manner P.S. The job title will be given based on working experience and interview performance"
29-Apr-2022 T11:52,Senior Data Engineer – Cyber Security R&D,NCS Group,4 days ago,$7.5K–$15K a month,Full–time,"• Design and build efficient, scalable and resilient ETL pipelines for both batch and real-time streaming data
• Architect and design data infrastructure on cloud using industry standard Infrastructure-as-Code tools
• Administer and maintain big data infrastructure, including performance tuning and troubleshooting
• Collaborate with data scientists and software engineers to build data-driven security platforms and services
• Assemble and process large and structured/unstructured datasets that meet cyber security business requirements.
• Create impactful demonstrations to showcase cyber analytics capabilities
• Design and build services with a focus on business value and usability
• Contribute to cross-functional technical discussion

Requirements:
• Degree in Computer Science, Computer Engineering, Information Technology, or equivalent
• At least 5-7 years of experience in data modelling and designing ETL pipelines
• Proficient in cloud technologies and services provided by AWS Azure, and GCP
• Familiar with DevOps tools, such as Git, Docker, Terraform
• Proficient in machine learning and data visualisation tools
• Proficient in SQL and other scripting languages, such as Phython and Bash
• In-depth knowledge of both SQL and NoSQL databases, including performance tuning and troubleshooting
• Strong sense of responsibility and accountability
• Excellent communication skills, both written and verbal
• Ability to work in a fast-paced, culturally diverse environment"
29-Apr-2022 T11:53,Data Engineer,ITCONNECTUS PTE. LTD.,16 hours ago,$5K–$13K a month,Full–time,"Immediate joiners

Requirements
• Technical Data Architect who is strong on Data Warehousing, Big Data, Data Analytics & Data Science for solutioning
• Strong Google Cloud Platform Data Components – BigQuery, BigTable, CloudSQL, Dataproc, Data Flow, Data Fusion, Etc
• Demonstrate extensive skills and success in the implementation of technology projects within a professional environment, with a particular focus on data engineering
• Experienced in delivering Medium to Big Enterprise Data Projects
• GCP Experience including and not limited to MPP systems, Database systems, ETL and ELT systems and Data Flow compute Good to have skills
• A high-level understanding of AI and ML technologies and desire to develop your skills in these areas of emerging technology.
• Should be able to advise the best of breed for the client solutions; Skills Needed
• The Data Engineer coaches the junior data engineering personnel position by bringing them up to speed and help them get better understanding of overall Data ecosystem.
• Prior experience developing, building and deploying on GCP
• Working on Solution deck, IP build, client meetings on requirement gathering"
29-Apr-2022 T11:53,Data Engineer,Manpower Singapore,2 days ago,,Full–time,"Data Engineer

Key Role and Responsibilities:
• Partner with the global and in-market data experts to discover and derive value from connecting external and internal data sources.
• Build (ETL) new and evolve data models and pipelines to power algorithmic based Business Intelligent solutions that addresses business problems requiring descriptive, diagnostic, predictive, and/or prescriptive analytics for pricing, promotion, trade spending, assortment, and sales performance management.
• Translates the algorithms and analytic models into data models as business needs evolves on a going basis after they are put into production.
• Develop a roadmap that scales existing and new data models, to support the portfolio of solutions.
• Expand into Business Intelligence solution development focused on automation and scale up of solutions.

Key Skills Required:

Professional Skills:
R/Python programming languages
MS Power BI
MS Excel
Data Visualisation

General Skills:
Client Management
Project Management
• Diploma or B.S. in a relevant technical field (Operations Research, Computer Science, Statistics, Business Analytics, Econometrics, or Mathematics).
• Overall experience of 2-3 years
• Ability to manipulate and high-volume of data from varying sources
• Expert knowledge of an analysis tool such as Microsoft PowerBI
• Proficiency in R/Python
• Basic track record in working independently with minimal guidance

Interested applicants, please submit your resume to : abelene.kang@manpower.com.sg
Abelene Marianne Kang Mrs Abelene Marianne Rozario R2089914
EA License No: 02C3423 Reg No: 199505951H

Kang Abelene Marianne Mrs Rozario Abelene Marianne

EA License No.: 02C3423 | Personnel Reg No.: R2089914

Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.manpower.com.sg/privacy-policy"
29-Apr-2022 T11:53,Data Engineer - User Profile,Shopee,Full–time,,,"Collaborate closely with the product team and provide data solutions to business problems and support business growth and data driven decision makingsDesign, build and maintain batch and realtime streaming user data pipelines using big data platform and technologiesResponsible for user data collection, processing, storage and building the user profile data collectionsAdopt and maintain data engine solutions to support online data services for various business use casesImprove efficiency, scalability, and stability of existing systemsEnsure data quality, consistency and timeliness"
